index,open,high,low,close,number_ticks
2022/5/1 7:30,37956.02,37958.37,37916.35,37934.24,5594
2022/5/1 7:40,37934.24,37951.9,37919.75,37949.92,5248
2022/5/1 7:50,37949.84,37956.79,37926.71,37948.71,5446
2022/5/1 8:00,37948.71,37984.13,37903.09,37903.09,6188
2022/5/1 8:10,37903.09,37935.55,37863.11,37911.47,5881
2022/5/1 8:20,37911.48,38032.9,37910.77,37989.96,6337
2022/5/1 8:30,37989.97,38001.44,37937.13,37945.35,5458
2022/5/1 8:40,37945.36,37972.45,37915.41,37923.08,5892
2022/5/1 8:50,37922.97,37976.79,37914.18,37976.63,5433
2022/5/1 9:00,37976.07,38002.65,37945.52,37966.45,5343
2022/5/1 9:10,37966.09,38027.88,37963.38,37996.81,5887
2022/5/1 9:20,37996.81,38012.88,37969.51,37999.07,5261
2022/5/1 9:30,37999.07,38025.57,37986.21,37989.34,5570
2022/5/1 9:40,37989.34,37996.86,37931.88,37940.14,5177
2022/5/1 9:50,37940.14,37951.37,37925.43,37932.98,5599
2022/5/1 10:00,37932.98,37954.14,37916.24,37929.24,5682
2022/5/1 10:10,37929.24,38000.83,37926.63,38000.48,5174
2022/5/1 10:20,38000.48,38002.21,37936.49,37941.28,5289
2022/5/1 10:30,37941.28,37967.93,37909.76,37955.03,5857
2022/5/1 10:40,37955.03,38024.4,37954.5,38022.49,5802
2022/5/1 10:50,38022.49,38024.94,37975.02,37994.78,5768
2022/5/1 11:00,37994.77,38048.59,37988.02,38047.15,5788
2022/5/1 11:10,38046.91,38048.62,37994.72,38029.44,5832
2022/5/1 11:20,38029.44,38308.92,38028.36,38291.12,7510
2022/5/1 11:30,38291.12,38349.91,38181.51,38222.61,7378
2022/5/1 11:40,38222.04,38309.01,38191.18,38290.06,6929
2022/5/1 11:50,38289.98,38624.58,38289.82,38495.64,7937
2022/5/1 12:00,38497.14,38561.7,38401.37,38474.84,7148
2022/5/1 12:10,38474.84,38666.2,38472.76,38651.2,7355
2022/5/1 12:20,38651.2,38656.41,38561.26,38573.02,7085
2022/5/1 12:30,38573.1,38608.31,38528.48,38544.35,6643
2022/5/1 12:40,38544.3,38598.24,38520.6,38586.48,6464
2022/5/1 12:50,38586.48,38595.46,38492.11,38504.86,6316
2022/5/1 13:00,38504.86,38594.8,38504.86,38579.17,6235
2022/5/1 13:10,38579.17,38586.7,38525.65,38545.11,6003
2022/5/1 13:20,38545.11,38545.53,38451.14,38479.07,5766
2022/5/1 13:30,38479,38482.47,38442.98,38445.34,5459
2022/5/1 13:40,38445.34,38488.08,38379.42,38379.86,5738
2022/5/1 13:50,38379.86,38418.28,38369.92,38374.3,5763
2022/5/1 14:00,38375.04,38386.56,38319.77,38346.12,5523
2022/5/1 14:10,38346.37,38405.19,38323.86,38325.11,5767
2022/5/1 14:20,38325.17,38326.24,38173.53,38209.32,6137
2022/5/1 14:30,38208.69,38249.91,38177.69,38194.45,5908
2022/5/1 14:40,38194.45,38222.5,38182.2,38185.75,5484
2022/5/1 14:50,38185.75,38185.75,37927.21,37936.63,6720
2022/5/1 15:00,37936.41,37966.95,37772.96,37815.96,7150
2022/5/1 15:10,37815.96,37868.63,37786.41,37839.31,6881
2022/5/1 15:20,37840.77,37854.24,37772.38,37783.77,6418
2022/5/1 15:30,37783.77,38003.32,37745.33,37920.31,7141
2022/5/1 15:40,37920.31,37972.41,37850.34,37887.94,6677
2022/5/1 15:50,37888.5,37888.5,37788.63,37802.88,5900
2022/5/1 16:00,37802.89,37851.7,37707.82,37798.06,6377
2022/5/1 16:10,37798.06,37855.09,37798.06,37843.09,6182
2022/5/1 16:20,37843.09,37944.59,37794.02,37899.77,6557
2022/5/1 16:30,37899.77,37918.12,37878.54,37901.39,6186
2022/5/1 16:40,37901.39,37969.85,37876.22,37936.41,5769
2022/5/1 16:50,37936.41,38215.53,37935.22,38215.53,6057
2022/5/1 17:00,38316.52,38432.01,38162.73,38163.41,7049
2022/5/1 17:10,38163.46,38302.39,38098.42,38288.07,6937
2022/5/1 17:20,38288.06,38357.07,38287.38,38308.5,5734
2022/5/1 17:30,38308.09,38310.96,38170.54,38249.03,5284
2022/5/1 17:40,38249.03,38348.55,38213.76,38339.7,6031
2022/5/1 17:50,38339.7,38364.38,38281.39,38346.15,5714
2022/5/1 18:00,38347.48,38498.32,38312.09,38469.29,7189
2022/5/1 18:10,38469.29,38564.55,38452.53,38482.2,6719
2022/5/1 18:20,38482.98,38485.38,38262.5,38268.83,6719
2022/5/1 18:30,38268.83,38278.45,38098.71,38144.25,6020
2022/5/1 18:40,38144.25,38294.48,38135.26,38272.03,5992
2022/5/1 18:50,38272.13,38424.51,38217.13,38315.99,7078
2022/5/1 19:00,38316.55,38431.21,38251.19,38406.63,7360
2022/5/1 19:10,38406.63,38428.88,38355.48,38414.52,6818
2022/5/1 19:20,38414.69,38633.68,38413.16,38528.82,7942
2022/5/1 19:30,38528.84,38576.46,38418.88,38467.21,6903
2022/5/1 19:40,38468.14,38469.55,38366.58,38404.36,6973
2022/5/1 19:50,38404.34,38494.16,38402.28,38468.81,6605
2022/5/1 20:00,38468.81,38594.32,38452.95,38571.5,7278
2022/5/1 20:10,38571.35,38737.37,38545.58,38621.16,7029
2022/5/1 20:20,38621.16,38761.27,38596.83,38697.84,7582
2022/5/1 20:30,38697.77,38795.63,38639.04,38736.65,7185
2022/5/1 20:40,38737.47,38790.21,38625.8,38657.36,6978
2022/5/1 20:50,38657.36,38683.85,38634.36,38673.71,6179
2022/5/1 21:00,38673.99,38743.96,38673.99,38743.73,6274
2022/5/1 21:10,38743.73,38743.73,38626.46,38629.82,6012
2022/5/1 21:20,38629.89,38656.79,38612.9,38615.68,5983
2022/5/1 21:30,38615.68,38633.86,38570.06,38572.04,6234
2022/5/1 21:40,38570.82,38657.97,38568.27,38591.71,6167
2022/5/1 21:50,38591.96,38601.26,38494.25,38499.04,6356
2022/5/1 22:00,38499.01,38517.23,38391.48,38505.52,6791
2022/5/1 22:10,38505.52,38506.02,38436,38464.92,6149
2022/5/1 22:20,38464.84,38532.28,38440.99,38520.43,6186
2022/5/1 22:30,38520.43,38560.96,38493.42,38496,5983
2022/5/1 22:40,38496,38530.58,38495.75,38529.02,5697
2022/5/1 22:50,38529.02,38640.45,38529.02,38618.17,6057
2022/5/1 23:00,38617.46,38689.2,38617.46,38643.47,5837
2022/5/1 23:10,38644.13,38680.3,38633.13,38667.38,5998
2022/5/1 23:20,38667.38,38673.51,38631.96,38644.34,5437
2022/5/1 23:30,38643.79,38710.43,38631.76,38688.22,6015
2022/5/1 23:40,38687.46,38694.05,38647.92,38654.51,5249
2022/5/1 23:50,38654.5,38705.82,38652.86,38681.29,5815
2022/5/2 0:00,38681.36,38757.72,38665.39,38697.3,6041
2022/5/2 0:10,38698.3,38719.28,38632.95,38641.82,5720
2022/5/2 0:20,38641.82,38666,38607.64,38645.13,6024
2022/5/2 0:30,38645.13,38723,38645.13,38721.82,5621
2022/5/2 0:40,38721.84,38777.39,38703.64,38764.47,6030
2022/5/2 0:50,38764.47,39107.11,38756.4,38979.43,7343
2022/5/2 1:00,38978.46,39030.12,38936.73,38987.52,6518
2022/5/2 1:10,38987.52,39003.83,38898.6,38900.07,5896
2022/5/2 1:20,38900.07,38933.14,38881.48,38933.14,6044
2022/5/2 1:30,38932.6,39012.82,38908.45,39009,6335
2022/5/2 1:40,39008.93,39025.32,38960.57,38982.99,6098
2022/5/2 1:50,38982.99,39035.68,38966.04,39007.64,6286
2022/5/2 2:00,39007.64,39154.86,39003.26,39049.13,6648
2022/5/2 2:10,39049.13,39053.35,38983.18,38998.35,6344
2022/5/2 2:20,38997.14,39019.84,38948.43,38985.77,6177
2022/5/2 2:30,38985.77,39006.71,38958.04,38987.79,6066
2022/5/2 2:40,38987.63,39030.99,38980.38,38991.63,5863
2022/5/2 2:50,38991.77,39000.78,38927.69,38933.8,6139
2022/5/2 3:00,38933.8,38997.41,38907.83,38982.95,6532
2022/5/2 3:10,38982.95,39036.27,38966.39,38997.91,6103
2022/5/2 3:20,38997.91,39022.42,38976.23,39011.91,5790
2022/5/2 3:30,39011.92,39027.8,38979.82,39010.19,6052
2022/5/2 3:40,39010.19,39026.49,38988.12,38993.57,5696
2022/5/2 3:50,38993.51,38993.58,38834.46,38880.16,6387
2022/5/2 4:00,38880.16,38998.76,38850.05,38992.78,6734
2022/5/2 4:10,38992.78,38999.69,38937.77,38965.87,6271
2022/5/2 4:20,38965.87,38973.13,38895.73,38916.69,5993
2022/5/2 4:30,38916.69,38916.69,38788.6,38833.75,6699
2022/5/2 4:40,38833.75,38950.64,38795.75,38938.96,6478
2022/5/2 4:50,38938.96,38941.94,38890.2,38924.21,6131
2022/5/2 5:00,38924.82,38964.67,38882.39,38883.39,5993
2022/5/2 5:10,38883.35,38953.5,38881.26,38911.29,5859
2022/5/2 5:20,38911.16,38989.23,38899.61,38977.47,5664
2022/5/2 5:30,38976.84,39068.54,38956.69,39052.21,6027
2022/5/2 5:40,39052.07,39052.33,38799.46,38826.35,6256
2022/5/2 5:50,38826.35,38868.39,38771.55,38774.01,6387
2022/5/2 6:00,38774.01,38809.52,38753.6,38789.73,6509
2022/5/2 6:10,38789.55,38826.47,38710.92,38751.97,5874
2022/5/2 6:20,38751.02,38822.39,38740.35,38801.84,6491
2022/5/2 6:30,38802.43,38853.67,38791.14,38821.66,5837
2022/5/2 6:40,38821.66,38822.95,38707.08,38738.69,5870
2022/5/2 6:50,38738.68,38738.71,38658.5,38708.42,6216
2022/5/2 7:00,38708.5,38752.89,38700.2,38710.29,6102
2022/5/2 7:10,38710.29,38710.29,38611.59,38651.98,6286
2022/5/2 7:20,38651.98,38727.01,38640.38,38674.57,6054
2022/5/2 7:30,38674.57,38682.84,38552.1,38582.86,6044
2022/5/2 7:40,38582.87,38610.73,38524.13,38599.19,6669
2022/5/2 7:50,38599.19,38629.79,38487.71,38522.07,6134
2022/5/2 8:00,38522.08,38532.42,38429.31,38468.06,6262
2022/5/2 8:10,38465.36,38631.93,38427.82,38607.35,6630
2022/5/2 8:20,38607.34,38688,38607.34,38646.75,6490
2022/5/2 8:30,38646.75,38697.25,38535.43,38600.66,6143
2022/5/2 8:40,38599.3,38609.61,38510.68,38510.68,5910
2022/5/2 8:50,38510.66,38565.59,38488.17,38497.71,6144
2022/5/2 9:00,38497.71,38722.38,38490.57,38700.07,6776
2022/5/2 9:10,38699.84,38851.69,38690.96,38774.88,7171
2022/5/2 9:20,38774.88,38872.56,38748.25,38778.6,6620
2022/5/2 9:30,38778.6,38875.42,38256.49,38670.88,8760
2022/5/2 9:40,38671.12,39133.67,38545.09,38806.8,9312
2022/5/2 9:50,38806.54,39059.34,38725.14,38918,9463
2022/5/2 10:00,38918,38988.5,38738.61,38780.21,8814
2022/5/2 10:10,38780.21,38833.45,38618.61,38735.51,8403
2022/5/2 10:20,38735.51,38990.45,38687.62,38971.97,8778
2022/5/2 10:30,38971.72,39094.36,38907.13,38937,8331
2022/5/2 10:40,38937,39030.19,38840.58,38875.69,7243
2022/5/2 10:50,38875.63,38957.94,38763.35,38837.77,7849
2022/5/2 11:00,38837.79,38841.16,38721.31,38776.03,7425
2022/5/2 11:10,38775.73,38885.5,38699.65,38708.59,7360
2022/5/2 11:20,38708.59,38808.9,38696.13,38747.52,7209
2022/5/2 11:30,38746.98,38803.05,38665.48,38671.5,7474
2022/5/2 11:40,38670.98,38709.73,38610.27,38659.97,7326
2022/5/2 11:50,38659.41,38698.26,38608.01,38691.02,7141
2022/5/2 12:00,38691.02,38718.38,38574.05,38643.31,6973
2022/5/2 12:10,38643.31,38739.39,38639.55,38724.88,6760
2022/5/2 12:20,38724.88,38851.75,38715.32,38777.8,6800
2022/5/2 12:30,38777.79,38812.61,38718.56,38732.28,6833
2022/5/2 12:40,38732.28,38767.57,38603.88,38607.59,6312
2022/5/2 12:50,38607.59,38608.77,38524.07,38555.15,6772
2022/5/2 13:00,38555.15,38586.23,38408.75,38521.67,7065
2022/5/2 13:10,38521.45,38572.2,38481.19,38497.52,6447
2022/5/2 13:20,38497.77,38499.32,38364.65,38439.18,6660
2022/5/2 13:30,38438.98,38491.88,38341.28,38355.16,6822
2022/5/2 13:40,38355.3,38379.8,38204.05,38262.7,6924
2022/5/2 13:50,38262.7,38363.38,38223.87,38358.21,7039
2022/5/2 14:00,38357.26,38444.53,38317.31,38325.89,6743
2022/5/2 14:10,38325.89,38331.24,38085.15,38154.39,7185
2022/5/2 14:20,38154.39,38271.37,38130.56,38149.23,7394
2022/5/2 14:30,38149.41,38223.03,38127.5,38151.16,7006
2022/5/2 14:40,38151.16,38214.85,38065.8,38188.65,7082
2022/5/2 14:50,38188.25,38288.07,38061.04,38201.91,7412
2022/5/2 15:00,38202.76,38335.28,38155.18,38276.89,7710
2022/5/2 15:10,38276.89,38356.34,38276.89,38320.06,6329
2022/5/2 15:20,38320.06,38579.65,38313.27,38408.73,6772
2022/5/2 15:30,38409.71,38504.65,38409.71,38466.31,7134
2022/5/2 15:40,38466.36,38556.79,38351.26,38556.79,7334
2022/5/2 15:50,38555.75,38570.33,38494.47,38544.1,7582
2022/5/2 16:00,38543.65,38596.57,38468.41,38491.95,6259
2022/5/2 16:10,38491.95,38491.95,38412.54,38445.45,5842
2022/5/2 16:20,38445.45,38460.77,38409.6,38413.9,5368
2022/5/2 16:30,38413.9,38445.77,38413.9,38437.74,5483
2022/5/2 16:40,38437.26,38437.61,38319.87,38361.55,5494
2022/5/2 16:50,38361.55,38363.75,38308.84,38320,5097
2022/5/2 17:00,38312.41,38326.75,38283.64,38315.14,5256
2022/5/2 17:10,38315.14,38508.9,38307.95,38499.35,5729
2022/5/2 17:20,38499.35,38530.7,38477.59,38515.01,4994
2022/5/2 17:30,38515.01,38731.25,38515,38666.88,5602
2022/5/2 17:40,38666.88,38678.13,38596.73,38659.58,5947
2022/5/2 17:50,38659.84,38672.48,38604.8,38636.86,5349
2022/5/2 18:00,38636.86,38688.63,38636.86,38687.88,5593
2022/5/2 18:10,38687.88,38888.26,38670.14,38670.14,6584
2022/5/2 18:20,38670.14,38687.1,38633.37,38661.35,5592
2022/5/2 18:30,38660.57,38662.91,38594.11,38611.05,6013
2022/5/2 18:40,38611.13,38614.61,38585.99,38593.48,5848
2022/5/2 18:50,38593.48,38623.36,38569.38,38588.05,5360
2022/5/2 19:00,38588.05,38624.18,38577.19,38611.05,5649
2022/5/2 19:10,38611.07,38650.9,38581.7,38650,6135
2022/5/2 19:20,38650,38736.45,38640.87,38677.13,5536
2022/5/2 19:30,38677.58,38685.03,38590.16,38602.85,5329
2022/5/2 19:40,38602.9,38603.27,38474.54,38512.51,5176
2022/5/2 19:50,38512.51,38524.01,38500.98,38518.49,5851
2022/5/2 20:00,38518.49,38557.19,38467.5,38553.16,5791
2022/5/2 20:10,38553.16,38566.82,38487.87,38495.84,5260
2022/5/2 20:20,38495.84,38496.59,38451.42,38472.13,5332
2022/5/2 20:30,38472.38,38484.25,38436.26,38464.26,4966
2022/5/2 20:40,38464.75,38481.07,38441.62,38451.3,4879
2022/5/2 20:50,38451.3,38452.1,38382.62,38405.72,4914
2022/5/2 21:00,38405.72,38441.48,38368.9,38372.79,4996
2022/5/2 21:10,38372.79,38398.68,38360.25,38366.66,5205
2022/5/2 21:20,38366.66,38406.3,38366.54,38395.18,5445
2022/5/2 21:30,38395.04,38504.21,38392.62,38470.64,5351
2022/5/2 21:40,38470.8,38497.16,38451.46,38487.25,5591
2022/5/2 21:50,38487.5,38506.84,38467.82,38505.45,5583
2022/5/2 22:00,38505.45,38588.73,38496.34,38535.89,5688
2022/5/2 22:10,38535.89,38535.89,38482.13,38498.73,5102
2022/5/2 22:20,38498.73,38510.43,38468.41,38470.78,5021
2022/5/2 22:30,38470.78,38478.63,38330.8,38346.7,5260
2022/5/2 22:40,38346.7,38377.15,38315.82,38371.82,5633
2022/5/2 22:50,38371.82,38497.41,38368.31,38397.3,5777
2022/5/2 23:00,38397.3,38591.81,38389.87,38528.45,5579
2022/5/2 23:10,38527.13,38556.43,38512.09,38530.58,5544
2022/5/2 23:20,38530.8,38607.86,38512.56,38575.02,5321
2022/5/2 23:30,38575.02,38577.99,38503.06,38513.11,5151
2022/5/2 23:40,38513.11,38518.41,38498.84,38510.17,5103
2022/5/2 23:50,38510.17,38522.88,38456.51,38499.76,5130
2022/5/3 0:00,38499.51,38546.35,38467.58,38481.85,5510
2022/5/3 0:10,38481.85,38485.96,38465.04,38480.34,4963
2022/5/3 0:20,38480.34,38480.8,38451.37,38453.51,4940
2022/5/3 0:30,38453.51,38486.5,38446.79,38479.37,5874
2022/5/3 0:40,38479.37,38488.21,38468.17,38485.95,5443
2022/5/3 0:50,38485.95,38543.19,38471.51,38495.37,5738
2022/5/3 1:00,38495.37,38501.48,38380.84,38412.99,5963
2022/5/3 1:10,38412.98,38461.5,38409.86,38457.38,5705
2022/5/3 1:20,38457.38,38478.43,38413.21,38470.32,5806
2022/5/3 1:30,38470.32,38510.1,38463.98,38508.4,5797
2022/5/3 1:40,38508.4,38510.51,38466.69,38484.36,5172
2022/5/3 1:50,38484.05,38531.29,38483.91,38511.43,5685
2022/5/3 2:00,38511.43,38539.23,38493.24,38512.64,4999
2022/5/3 2:10,38512.64,38520.76,38438.1,38458.29,5084
2022/5/3 2:20,38458.3,38504.43,38448.95,38491.73,4979
2022/5/3 2:30,38491.73,38564.54,38491.73,38539.63,5331
2022/5/3 2:40,38539.63,38550,38496.55,38509.95,5073
2022/5/3 2:50,38509.95,38514.34,38462.55,38464.29,4777
2022/5/3 3:00,38464.29,38473.33,38418.8,38472.82,5545
2022/5/3 3:10,38472.91,38509.06,38441.58,38482.61,5271
2022/5/3 3:20,38482.61,38523.38,38482.48,38516.23,5357
2022/5/3 3:30,38516.23,38547.02,38483.03,38522.63,5385
2022/5/3 3:40,38521.16,38526.55,38460,38463.28,5218
2022/5/3 3:50,38463.35,38557,38462.37,38548.14,5457
2022/5/3 4:00,38548.14,38636.1,38542.38,38630.48,6012
2022/5/3 4:10,38630.48,38639.61,38588.18,38590.1,5773
2022/5/3 4:20,38590.1,38638.1,38575.66,38575.99,5074
2022/5/3 4:30,38575.99,38639.19,38570.94,38616.13,5392
2022/5/3 4:40,38616.13,38619.7,38548.66,38556.01,4801
2022/5/3 4:50,38556.01,38570.16,38531.16,38532.38,4869
2022/5/3 5:00,38532.38,38538.89,38498.1,38514.89,4859
2022/5/3 5:10,38514.8,38539.4,38510.33,38512.43,4887
2022/5/3 5:20,38512.43,38527.19,38501.23,38502.23,4953
2022/5/3 5:30,38502.23,38551.75,38479.3,38503.74,5002
2022/5/3 5:40,38503.74,38504.73,38454.07,38469.7,4970
2022/5/3 5:50,38469.7,38474.68,38434.94,38444.59,4899
2022/5/3 6:00,38444.59,38459.55,38425.44,38458.23,4811
2022/5/3 6:10,38458.23,38463.37,38444.74,38450.77,4584
2022/5/3 6:20,38450.77,38451.49,38391.35,38438.88,5078
2022/5/3 6:30,38438.88,38446.8,38405.55,38419.78,5168
2022/5/3 6:40,38419.78,38434.94,38392.59,38392.97,5271
2022/5/3 6:50,38392.97,38428.63,38365.06,38412.17,5452
2022/5/3 7:00,38412.17,38447.02,38397.43,38438.17,5418
2022/5/3 7:10,38437.66,38451.13,38416.63,38419.21,4958
2022/5/3 7:20,38419.4,38472.5,38285.82,38463.84,5915
2022/5/3 7:30,38463.84,38520.18,38446.32,38472.78,6165
2022/5/3 7:40,38472.78,38481.24,38430.46,38460.25,5610
2022/5/3 7:50,38460.26,38566.3,38460.26,38565.69,5958
2022/5/3 8:00,38565.69,38600.68,38515.59,38538.63,6107
2022/5/3 8:10,38536.98,38549,38497.13,38513.59,5843
2022/5/3 8:20,38513.59,38527.21,38423.5,38446.27,5812
2022/5/3 8:30,38446.27,38518.75,38437.79,38506.14,5969
2022/5/3 8:40,38506.2,38518.9,38468.17,38477.39,5389
2022/5/3 8:50,38477.39,38508.05,38435.54,38445.89,5393
2022/5/3 9:00,38445.89,38466.84,38437.59,38458.5,4900
2022/5/3 9:10,38458.5,38466.14,38388.75,38393.05,5236
2022/5/3 9:20,38391.84,38416.31,38322.69,38373.28,6094
2022/5/3 9:30,38373.28,38456.55,38228.64,38309.86,8228
2022/5/3 9:40,38309.83,38357.86,38161.59,38209.55,7655
2022/5/3 9:50,38209.08,38372.82,38197.54,38359.8,7835
2022/5/3 10:00,38359.86,38470.23,38332.74,38334.39,7466
2022/5/3 10:10,38333.98,38350.2,38174.66,38236.82,7450
2022/5/3 10:20,38236.69,38333.89,38224.05,38332.54,7249
2022/5/3 10:30,38332.41,38368.73,38277.18,38291.66,6497
2022/5/3 10:40,38291.66,38293.72,38212.97,38227.48,6004
2022/5/3 10:50,38224.86,38282.52,38215.66,38267.34,6835
2022/5/3 11:00,38267.23,38391.21,38211.88,38389.88,7272
2022/5/3 11:10,38389.82,38391.5,38288.77,38319.25,6780
2022/5/3 11:20,38318.9,38412.02,38318.9,38367.14,6863
2022/5/3 11:30,38368.14,38403.39,38303.74,38317.45,6167
2022/5/3 11:40,38317.45,38323.75,38273.55,38303.9,6193
2022/5/3 11:50,38303.9,38328.25,38276.4,38322.88,5664
2022/5/3 12:00,38322.88,38388.4,38130.99,38200.37,6521
2022/5/3 12:10,38200.02,38222.91,38159.6,38203.43,6270
2022/5/3 12:20,38203.42,38227.25,38152.43,38161.63,6274
2022/5/3 12:30,38161.63,38181.02,38124.7,38141.39,6505
2022/5/3 12:40,38141.39,38237.23,38085.58,38200.34,6863
2022/5/3 12:50,38200.34,38200.34,38115.35,38139.46,6162
2022/5/3 13:00,38139.46,38190.92,38099.16,38127.8,5823
2022/5/3 13:10,38127.8,38276.14,38105.5,38258.89,6655
2022/5/3 13:20,38258.89,38304.88,38213.77,38225.89,5893
2022/5/3 13:30,38226.38,38245.01,38176.17,38182.52,5524
2022/5/3 13:40,38182.52,38205.71,38135.61,38155.38,5412
2022/5/3 13:50,38155.38,38155.38,38048.33,38050.3,5290
2022/5/3 14:00,38051.04,38051.04,37794.87,37816.18,7181
2022/5/3 14:10,37816.18,37825.67,37730.27,37738.04,6289
2022/5/3 14:20,37738.04,37753.31,37630.29,37635.34,6079
2022/5/3 14:30,37632.45,37831.25,37620.32,37676.54,7288
2022/5/3 14:40,37676.48,37678.06,37565.19,37639.58,7641
2022/5/3 14:50,37639.24,37760.19,37624.02,37757.75,6925
2022/5/3 15:00,37757.91,37764.59,37655.73,37672.08,6125
2022/5/3 15:10,37672.08,37729.78,37653.66,37687.45,5988
2022/5/3 15:20,37687.68,37724.65,37620.58,37638.87,6325
2022/5/3 15:30,37638.73,37668.01,37542.38,37567.45,6462
2022/5/3 15:40,37566.15,37635.3,37525.31,37628.18,6726
2022/5/3 15:50,37628.07,37777.6,37624.33,37716.32,7151
2022/5/3 16:00,37715.78,37720.18,37613.95,37633.89,5681
2022/5/3 16:10,37633.93,37660.24,37564.75,37565.5,5558
2022/5/3 16:20,37565.35,37649.93,37530.18,37629.24,6269
2022/5/3 16:30,37629.24,37645.89,37595.45,37599.57,5523
2022/5/3 16:40,37599.57,37622.39,37569.75,37572.25,5417
2022/5/3 16:50,37571.04,37619.34,37571.04,37618.56,4891
2022/5/3 17:00,37784,37802.23,37626.38,37654.64,5492
2022/5/3 17:10,37654.64,37817.25,37650.59,37813.9,5924
2022/5/3 17:20,37813.91,38023.81,37777.82,37948.05,6327
2022/5/3 17:30,37948.08,37959.85,37728.23,37744.94,4814
2022/5/3 17:40,37744.94,37858.1,37741.66,37834,5792
2022/5/3 17:50,37834,37834,37735.02,37790.77,5449
2022/5/3 18:00,37790.77,37800.95,37726.47,37764.97,5873
2022/5/3 18:10,37764.98,37839.97,37747.5,37814.66,5521
2022/5/3 18:20,37814.72,37863.88,37813.88,37842.52,5908
2022/5/3 18:30,37842.52,37845.48,37803.34,37811.15,5295
2022/5/3 18:40,37812.45,37812.45,37761.69,37805.77,5142
2022/5/3 18:50,37805.88,37805.88,37734.39,37736.32,5211
2022/5/3 19:00,37736.32,37737.05,37634.54,37650.37,5662
2022/5/3 19:10,37650.37,37690.71,37636.33,37673,5679
2022/5/3 19:20,37673,37698.1,37658.27,37673.33,5447
2022/5/3 19:30,37674.02,37750.01,37643.79,37750.01,5794
2022/5/3 19:40,37747.95,37761.07,37719.79,37727.93,6120
2022/5/3 19:50,37728.43,37755.16,37717.98,37724.34,5846
2022/5/3 20:00,37725.12,37780.59,37669.74,37777.95,5760
2022/5/3 20:10,37777.95,37788.71,37758.81,37780.05,5769
2022/5/3 20:20,37780.05,37782.66,37730.35,37742.52,5194
2022/5/3 20:30,37742.52,37836.39,37742.04,37807.5,6352
